Categories,VAS Eligible,Activities,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
Car Audio,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Accessories",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Alarms",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Amplifiers",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,16.430043507758246,16.432664415798023,16.435377194291572,16.43818858544641,16.44110610461493,16.44413816342488,16.44729421846703,16.450584952186496,16.454022494733515,16.45762069844014,16.461395480662,16.465365256507404,16.469551491323802,16.473979415078404,16.478678959155914,16.483686004265657,16.489044072379123,16.49480666700258,16.501040584951724,16.507830727903062,16.515287310810738,16.523557060167192,16.532841385254876,16.54342748079136,16.555745252449558,16.57048095706288,16.58883236697484,16.613187633216025,16.649495020853347,20.534385498046877,26.69470114746094,32.855016796875,39.01533244628906,45.175648095703124,51.33596374511718
"Electronics -> Car Audio, Video & Electronics -> Back up & Dashboard Cameras",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> CB Radios",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Handsfree",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Speakers",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Stereos",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Car Audio, Video & Electronics -> Video",Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celluar Phones,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,13.910014236111111,15.363299305555554,16.816584374999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Accessories -> Cases,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Accessories -> Other,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Basic Mobile Phones (Non-Smart) -> Postpaid,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Basic Mobile Phones (Non-Smart) -> Prepaid,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Mobile Hotspot,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,13.910014236111111,15.363299305555554,16.816584374999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Smart Phones -> Apple iPhones,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Smart Phones -> LG,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Smart Phones -> Other,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Smart Phones -> Samsung,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cellular Phones -> Smart Phones -> Google,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,6.228364583333334,7.00691015625,7.785455729166667,8.564001302083334,9.342546875,10.121092447916666,10.899638020833335,11.678183593750001,12.456729166666667,12.456729166666667,12.456729166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Accessories,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Docks,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Keyboards & Mice,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Other,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Pen / Stylus -> Non-Powered,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Pen / Stylus -> Powered,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Accessories -> Power Adapters & Chargers,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Components,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Cooling Components,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> CPU/Processors,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> GPU/Graphics Cards,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Internal/External Batteries,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Internal/External Storage,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Miscellaneous Components,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Motherboards,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Network Adapters,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Optical Drives,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> PSU/Power Supplies,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> RAM/Memory,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Screens/Digitizers,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Digitizers,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Tower/Cases,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Software -> Games,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Software -> Software,N,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> FlashDrives/SD/Storage Media,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Security & Surveillance,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Home,Y,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Amazon,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Apple,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Google,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Other,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computers,,,12.085664930555556,12.085664930555556,12.085664930555556,12.085664930555556,12.085664930555556,12.085664930555556,12.085664930555556,12.085664930555556,13.596373046875,15.107081163194444,16.61778927951389,18.128497395833335,19.639205512152778,21.149913628472223,22.660621744791666,24.17132986111111,24.17132986111111,24.17132986111111,26.99131834490741,29.811306828703707,32.6312953125,37.525989609375,42.420683906250005,47.315378203125,52.210072499999995,57.104766796875,61.387624306640625,65.67048181640625,69.95333932617187,74.23619683593749,78.51905434570311,82.80191185546873,87.08476936523437,91.36762687499998,95.6504843847656,99.93334189453124,99.94119828933427,99.94932303854664,99.95773521992454,99.96645602430897,99.97550907994898,99.98492084156717,99.99472106032763,100.00494335577794,100.01562591753282,100.0268123737101,100.03855287606598,100.05090547015341,100.063937845362,100.0777295987043,100.09237520470043,100.1079879733567,100.12470541904054,100.14269669041146,100.16217309031535,100.18340336842671,100.20673664578496,100.23263805115432,100.26174658808476,100.29497425759969,100.3336876272704,,,,,,,,,,
Electronics -> Computers -> Desktops,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,31.041070312499997,35.697230859375,40.35339140625,45.009551953125,49.6657125,54.321873046875,58.39601352539062,62.470154003906245,66.54429448242188,70.6184349609375,74.69257543945312,78.76671591796875,82.84085639648438,86.914996875,90.98913735351562,95.06327783203125,95.07068151410539,95.07833810958587,95.08626559929897,95.09448395571667,95.10301544864777,95.11188501195296,95.12112068651608,95.13075415933343,95.14082142489448,95.15136360373967,95.16242796527533,95.17406921924717,95.186351165286,95.19934882670697,95.2131512498748,95.22786523494655,95.24362039653205,95.26057616712407,95.27893171316995,95.29894035002371,95.32093115090223,95.34534253837796,95.37277683131215,95.40409368105678,95.44058122561906,,,,,,,,,,
Electronics -> Computers -> All In One Computers,Y,"Detailed Inspect for Damage, test functionality, clean product, accessorize, replace/clean packaging",,,,,,,,,,,,,,,,,,,,,31.394428125000005,36.10359234375,40.8127565625,45.52192078125,50.23108500000001,54.940249218750004,59.06076791015626,63.181286601562505,67.30180529296875,71.422323984375,75.54284267578124,79.66336136718749,83.78388005859375,87.90439875,92.02491744140625,96.1454361328125,96.15285476214375,96.1605268376239,96.1684703787378,96.17670540095565,96.18525422209706,96.19414182985406,96.20339632573993,96.21304946536966,96.22313732130428,96.23370110342276,,,,,,,,,,,,,,,,,,,,,,,,,
