Categories,Available Services,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
"Electronics -> Portable Audio, Video Player -> Media, CD, Tape, Mini Disc", Not Accepted ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Portable Audio, Video Player -> Recorders", SC ,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,3.06,3.39,3.73,4.07,4.41,4.75,5.09,5.43,5.43,5.43,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printing,  ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
"Electronics -> Printers, Scanners & Faxes -> 3D", SC ,,,,,,,,,,,,,,,,,,,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
"Electronics -> Printers, Scanners & Faxes -> All-In-One", SC ,,,,,,,,,,,,,,,,,,,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
"Electronics -> Printers, Scanners & Faxes -> Faxes", SC ,,,,,,,,,,,,,,,,,,,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies", SC ,,,,,,,,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printers / Scanners,  ,4.76,4.76,4.76,4.76,4.76,4.76,4.76,4.76,5.35,5.95,6.54,7.14,7.73,8.33,8.92,9.52,9.52,9.52,10.2,10.88,11.56,12.75,13.93,15.11,16.3,17.48,18.52,19.55,20.59,21.62,22.66,23.69,24.73,25.76,26.8,27.83,27.89,27.96,28.02,28.08,28.14,28.2,28.26,28.33,28.39,28.45,28.51,28.57,28.64,28.7,28.76,28.82,28.88,28.95,29.01,29.07,29.14,29.2,29.26,29.33,29.39,29.46,29.53,29.6,29.67,33.87,42.93,51.99,61.05,70.11,79.17
"Electronics -> Printers, Scanners & Faxes -> Inkjet", SC ,,,,,,,,,,,,,,,,,,,,,,,,,,7.82,8.13,8.44,8.76,9.07,9.38,9.69,10.0,10.31,10.62,10.93,10.99,11.05,11.11,11.17,11.24,11.3,11.36,11.42,11.48,11.54,11.6,11.66,11.72,11.78,11.84,11.9,11.96,12.02,12.08,12.14,12.2,12.26,12.32,12.38,12.44,12.51,12.57,12.63,12.69,12.75,15.47,18.19,20.91,23.63,26.35
"Electronics -> Printers, Scanners & Faxes -> Laser", SC&VAS ,,,,,,,,,,,,,,,,,,,,,,,,,,17.48,18.52,19.55,20.59,21.62,22.66,23.69,24.73,25.76,26.8,27.83,27.89,27.96,28.02,28.08,28.14,28.2,28.26,28.33,28.39,28.45,28.51,28.57,28.64,28.7,28.76,28.82,28.88,28.95,29.01,29.07,29.14,29.2,29.26,29.33,29.39,29.46,29.53,29.6,29.67,33.87,42.93,51.99,61.05,70.11,79.17
"Electronics -> Printers, Scanners & Faxes -> Photo, Thermal & Dot Matrix", SC&VAS ,,,,,,,,,,,,,,,,,,,10.2,10.88,11.56,12.75,13.93,15.11,16.3,17.48,18.52,19.55,20.59,21.62,22.66,23.69,24.73,25.76,26.8,27.83,27.89,27.96,28.02,28.08,28.14,28.2,28.26,28.33,28.39,28.45,28.51,28.57,28.64,28.7,28.76,28.82,28.88,28.95,29.01,29.07,,,,,,,,,,,,,,,
"Electronics -> Printers, Scanners & Faxes -> Scanners", SC&VAS ,,,,,,,,,,,,,,,,,,9.52,10.2,10.88,11.56,12.75,13.93,15.11,16.3,17.48,18.52,19.55,20.59,21.62,22.66,23.69,24.73,25.76,26.8,27.83,27.89,27.96,28.02,28.08,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tablets,  ,,,,,,,,17.79,20.02,22.24,24.46,26.69,28.91,31.14,33.36,35.58,35.58,35.58,39.31,43.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Apple iPads, SC&VAS ,,,,,,,,,,,,26.69,28.91,31.14,33.36,35.58,35.58,35.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Microsoft Surface, SC&VAS ,,,,,,,,,,,,,,,,,35.58,35.58,39.31,43.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Other, SC&VAS ,,,,,,,,17.79,20.02,22.24,24.46,26.69,28.91,31.14,33.36,35.58,35.58,35.58,39.31,43.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Samsung, SC&VAS ,,,,17.79,17.79,17.79,17.79,17.79,20.02,22.24,24.46,26.69,28.91,31.14,33.36,35.58,35.58,35.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tablet Accessories,  ,,,,4.16,4.16,4.16,4.16,4.16,4.68,5.2,5.72,6.24,6.76,7.28,7.8,8.32,8.32,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad, SC&VAS ,,,,4.16,4.16,4.16,4.16,4.16,4.68,5.2,5.72,6.24,6.76,7.28,7.8,8.32,8.32,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Accessories -> Microsoft Surface, SC ,,,,2.41,2.41,2.41,2.41,2.41,2.71,3.01,3.31,3.62,3.92,4.22,4.52,4.82,4.82,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Accessories -> Other, SC ,,,,2.41,2.41,2.41,2.41,2.41,2.71,3.01,3.31,3.62,3.92,4.22,4.52,4.82,4.82,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Tablets & eReaders -> Accessories -> Samsung, SC ,,,,2.41,2.41,2.41,2.41,2.41,2.71,3.01,3.31,3.62,3.92,4.22,4.52,4.82,4.82,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,  ,,,,,,,,,,,,,,,,,,,22.57,24.55,26.52,29.95,33.38,36.8,40.23,43.66,46.66,49.66,52.65,55.65,58.65,61.65,64.65,67.65,70.65,73.65,73.72,73.79,73.86,73.93,74.0,74.07,74.14,74.21,74.28,74.35,74.42,74.5,74.57,74.64,74.71,74.78,74.85,74.92,75.0,75.07,75.14,75.21,75.29,75.36,75.44,75.51,75.59,75.67,75.75,80.64,82.18,83.72,85.26,86.8,88.34
Electronics -> TV -> LED & LCD, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,,,,,43.66,46.66,49.66,52.65,55.65,58.65,61.65,64.65,67.65,70.65,73.65,73.72,73.79,73.86,73.93,74.0,74.07,74.14,74.21,74.28,74.35,74.42,74.5,74.57,74.64,74.71,74.78,74.85,74.92,75.0,75.07,75.14,75.21,75.29,75.36,75.44,75.51,75.59,75.67,75.75,80.64,82.18,83.72,85.26,86.8,88.34
Electronics -> TV -> Projector, SC&VAS ,,,,,,,,,,,,,,,,,,,,,26.52,29.95,33.38,36.8,40.23,43.66,46.66,49.66,52.65,55.65,58.65,61.65,64.65,67.65,70.65,73.65,73.72,73.79,73.86,73.93,74.0,74.07,74.14,74.21,74.28,74.35,74.42,74.5,74.57,74.64,74.71,74.78,74.85,74.92,75.0,75.07,75.14,75.21,75.29,75.36,75.44,75.51,75.59,75.67,75.75,80.64,82.18,83.72,85.26,86.8,88.34
Electronics -> TV -> Projector Lamps, SC ,,,,,,,,4.36,4.91,5.45,6.0,6.54,7.09,7.63,8.18,8.72,8.72,8.72,9.31,9.9,10.49,11.51,12.53,13.55,14.58,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Video Games,  ,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,11.49,12.76,14.04,15.32,16.59,17.87,19.14,20.42,20.42,20.42,22.37,24.33,26.28,29.67,33.06,36.45,39.85,43.24,46.2,49.17,52.14,55.1,58.07,61.04,64.0,66.97,69.94,72.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Consoles -> Microsoft, SC&VAS ,,,,,,,,,,,,,,,,,,,21.82,23.21,24.61,27.75,30.89,34.03,37.17,40.31,43.05,45.8,48.55,51.29,54.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Consoles -> Nintendo, SC&VAS ,,,,,,,,,,,,,,,,,,,21.82,23.21,24.61,27.75,30.89,34.03,37.17,40.31,43.05,45.8,48.55,51.29,54.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Consoles -> Other, SC&VAS ,,,,,,,,,,,,,,,,,,,21.82,23.21,24.61,27.75,30.89,34.03,37.17,40.31,43.05,45.8,48.55,51.29,54.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Consoles -> Sony, SC&VAS ,,,,,,,,,,,,,,,,,,,21.82,23.21,24.61,27.75,30.89,34.03,37.17,40.31,43.05,45.8,48.55,51.29,54.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Handheld Systems -> Nintendo, SC&VAS ,,,,,,,,10.21,11.49,12.76,14.04,15.32,16.59,17.87,19.14,20.42,20.42,20.42,22.37,24.33,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Handheld Systems -> Other, SC&VAS ,,,,,,,,10.21,11.49,12.76,14.04,15.32,16.59,17.87,19.14,20.42,20.42,20.42,22.37,24.33,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Handheld Systems -> Sony, SC&VAS ,,,,,,,,10.21,11.49,12.76,14.04,15.32,16.59,17.87,19.14,20.42,20.42,20.42,22.37,24.33,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Video Game Accessories,  ,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,8.37,8.86,9.35,10.2,11.05,11.9,12.75,13.61,14.35,15.1,15.84,16.58,17.33,18.07,18.82,19.56,20.31,21.05,21.07,21.1,21.12,21.14,21.16,21.18,21.21,21.23,21.25,21.27,21.29,21.32,21.34,21.36,21.38,21.4,21.43,21.45,21.47,21.5,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Batteries & Chargers, SC ,,,,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,4.36,4.43,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Cables & Adapters, SC ,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Cases & Skins, SC ,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Chairs, SC ,2.14,,,,,,,,,,,,,,,,,,,,4.5,4.62,4.75,4.87,4.99,5.12,5.23,5.33,5.44,5.55,5.66,5.77,5.88,5.98,6.09,6.2,6.22,6.24,6.26,6.28,6.31,6.33,6.35,6.37,6.39,6.41,6.43,6.45,6.47,6.49,6.52,6.54,6.56,6.58,6.6,6.62,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Controllers -> Microsoft, SC&VAS ,,,,,,,,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Controllers -> Nintendo, SC&VAS ,,,,,,,,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Controllers -> Other, SC ,,,,,,,,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Controllers -> Sony, SC&VAS ,,,,,,,,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Gaming Figures, SC ,,,,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Gaming Guides, SC ,,,,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Headsets -> Audio Headsets, SC ,,,,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Headsets -> Virtual Reality Headsets, SC ,,,,,,,,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Memory & Hard Drives, SC&VAS ,,,,3.94,3.94,3.94,3.94,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,8.37,8.86,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Video Games -> Accessories -> Sensor Bars, Cameras & Kinects", SC&VAS ,,,,3.94,3.94,3.94,3.94,3.94,4.43,4.92,5.42,5.91,6.4,6.89,7.39,7.88,7.88,7.88,8.37,8.86,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Video Games -> Accessories -> Stylus & Screen Protectors, SC ,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.41,2.68,2.95,3.22,3.48,3.75,4.02,4.29,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wearable Tech,  ,,,,15.52,15.52,15.52,15.52,15.52,17.45,19.39,21.33,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Accessories -> Apple Watch, SC ,,,,6.28,6.28,6.28,6.28,6.28,7.07,7.86,8.64,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Accessories -> Fitbit, SC ,,,,6.28,6.28,6.28,6.28,6.28,7.07,7.86,8.64,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Accessories -> Other, SC ,,,,6.28,6.28,6.28,6.28,6.28,7.07,7.86,8.64,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Accessories -> Samsung Gear, SC ,,,,6.28,6.28,6.28,6.28,6.28,7.07,7.86,8.64,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Watch -> Apple Watch, SC&VAS ,,,,15.52,15.52,15.52,15.52,15.52,17.45,19.39,21.33,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Watch -> Fitbit, SC&VAS ,,,,15.52,15.52,15.52,15.52,15.52,17.45,19.39,21.33,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Watch -> Other, SC ,,,,4.15,4.15,4.15,4.15,4.15,4.67,5.18,5.7,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Wearable Technology -> Watch -> Samsung Gear, SC&VAS ,,,,15.52,15.52,15.52,15.52,15.52,17.45,19.39,21.33,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food,  ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Food -> Gourmet Grocery, Not Accepted ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food -> Pantry, Not Accepted ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture,  ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Baby, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Bathroom, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Bedroom, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Dining Room & Kitchen, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Kids, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Living Room, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Mattresses, Not Accepted ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furniture -> Office, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
Furniture -> Patio, SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
"Furniture -> TV Stands, Wall Mounts & Entertainment Centers", SC ,,,,,,,,,,,,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,  ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Bath & Body, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Health & Beauty -> Canes, Walkers, Wheelchairs & Mobility", SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,
